Sort,Data filename,Start,End,Runtime (s),cpu_clk_unhalted.thread_any,cpu_clk_unhalted.thread_any:k,cpu_clk_unhalted.thread_any:u,cs,cs:k,cs:u,dtlb_load_misses.miss_causes_a_walk,dtlb_load_misses.miss_causes_a_walk:k,dtlb_load_misses.miss_causes_a_walk:u,dtlb_load_misses.walk_active,dtlb_load_misses.walk_active:k,dtlb_load_misses.walk_active:u,dtlb_store_misses.miss_causes_a_walk,dtlb_store_misses.miss_causes_a_walk:k,dtlb_store_misses.miss_causes_a_walk:u,dtlb_store_misses.walk_active,dtlb_store_misses.walk_active:k,dtlb_store_misses.walk_active:u,faults,faults:k,faults:u,inst_retired.any,inst_retired.any:k,inst_retired.any:u,migrations,migrations:k,migrations:u
0,/p/multifacet/users/markm/results3/cbmm/j/exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-2021-11-22-10-59-12-300736086.mmu,none,none,5900.348703,48653218395150,1121012959772,47558288280280,52862,52862,0,52666500213,429961003,52247982214,1433898903800,18634368018,1415379524521,3531412067,359750641,3174128409,105177457370,14846690926,90404202116,139609257,3,139609254,57429978580489,695505617726,56739207021186,6,6,0
0,/p/multifacet/users/markm/results3/cbmm/j/exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-2021-11-22-10-59-12-817230295.mmu,none,none,5978.537379,49451566169316,1124299350977,48350687797921,53050,53050,0,52642295176,395203484,52266925407,1434925826222,18404826246,1416313465592,3530447784,357323268,3172293677,104943075020,14492382205,90478569777,139609257,3,139609254,57432407620954,700812966743,56737439378075,15,15,0
0,/p/multifacet/users/markm/results3/cbmm/j/exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-2021-11-22-11-04-06-983400067.mmu,none,none,5898.121872,48603648380292,1117465876002,47511947689610,52370,52370,0,52624403253,399824930,52227150208,1434915128006,18493913136,1415837537247,3504340686,341283215,3162274815,104924735716,14583750668,90186659386,139609255,3,139609252,57433844168432,694616922852,56730190940558,19,19,0
0,/p/multifacet/users/markm/results3/cbmm/j/exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-2021-11-22-12-03-29-428338172.mmu,none,none,5971.579444,49382123732975,1134368636262,48274842358304,53344,53344,0,52749333796,457544952,52307527367,1436978328034,20872152752,1416598035969,3524800102,365125681,3159788523,105065172337,14770863757,90330951324,139609256,3,139609253,57430369309946,698252523349,56740428307030,25,25,0
0,/p/multifacet/users/markm/results3/cbmm/j/exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-2021-11-22-12-13-48-494076361.mmu,none,none,5931.758083,48984665610359,1134297660565,47881522312171,53070,53070,0,53254359029,723486118,52549987534,1449935226043,25874555000,1423789090072,3662079976,474325512,3186009530,108840621389,17825620328,91006927629,139609257,3,139609254,57436635923153,699017583005,56725518874482,0,0,0
1,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____0_140516133961728____-2021-11-22-16-23-07-520925665.mmu,0x0,0x7fcc76400000,6021.771589,49889595380984,1145526950058,48771759819066,55622,55622,0,40993336488,360568727,40632899658,1182135033218,17686144351,1164208450134,3107040226,338204307,2768484445,94807773678,14201699399,80550289053,139018287,3,139018284,57432082953847,708356648897,56742042639108,8,8,0
1,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____0_140516133961728____-2021-11-22-16-29-47-283620262.mmu,0x0,0x7fcc76400000,6021.77532,49916993298299,1145081912768,48800181204179,54061,54061,0,41005714100,377031992,40620950597,1184070576806,18279641621,1164977620781,3142070475,329369528,2807335896,95880028610,14516833627,81258818417,139018293,3,139018290,57447272998144,708937272444,56743106569726,6,6,0
1,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____0_140516133961728____-2021-11-23-23-34-21-120027917.mmu,0x0,0x7fcc76400000,6015.490293,49840344382170,1137905563280,48732795370273,87705,87705,0,40977181038,346922154,40617064319,1180851546346,16522325586,1163676210643,3110709192,332267982,2778382818,95200416991,14293544313,80744610191,139018287,3,139018284,57441607669395,706596400451,56738580066795,2,2,0
1,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____0_140516133961728____-2021-11-24-01-21-10-270798091.mmu,0x0,0x7fcc76400000,6016.281826,49884215065118,1136622059118,48770202248267,54077,54077,0,40841733807,310809036,40525010958,1175772787092,14690435053,1160028703853,3113616294,327857795,2790721779,94843415341,13962664141,80988308684,139018287,3,139018284,57444477947686,707785808677,56738288029749,2,2,0
1,/p/multifacet/users/markm/results3/cbmm//exp_10__bare_metal__-workload__Spec2017Xz____spec_input__true__size__76800__-transparent_hugepage_enabled_never_-transparent_hugepage_huge_addr__Ranges____ranges____0_140516133961728____-2021-11-24-01-32-22-750501428.mmu,0x0,0x7fcc76400000,6022.536344,49899389760009,1138436946029,48783086877901,55519,55519,0,40885456606,308079713,40565179548,1174550247164,14630670310,1159332756078,3121620253,331517667,2791371434,94953177151,14149734736,80864371341,139018287,3,139018284,57447432445975,704979028664,56736693610966,9,9,0
